UMAP1	UMAP2	SeuratCluster	orig_ident	timepoint
batch1.U2PGCLCd3_3935	-3.0077691078186	-2.55289244651794	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3936	10.9273452758789	-1.04850447177887	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3937	-3.17941451072693	-5.0943865776062	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3938	-1.37045192718506	-2.00777149200439	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3939	-0.261399477720261	-3.3752613067627	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3940	1.28625106811523	-3.85251998901367	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3941	-3.25941228866577	-2.53471374511719	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3942	-1.69496071338654	-4.22589063644409	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3943	-1.7398773431778	-4.90912437438965	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3944	9.95169830322266	-0.432912677526474	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3945	7.20967674255371	1.83140242099762	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3946	7.64526796340942	-0.182737320661545	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3947	-0.370720744132996	-3.90866112709045	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3948	9.37151145935059	-0.853226602077484	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3949	-2.96904802322388	-3.74026727676392	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3950	8.53600311279297	3.37753987312317	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3951	9.10698890686035	3.09323382377625	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3952	-3.34516429901123	-1.63208138942719	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3953	-3.27894878387451	-4.11045789718628	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3954	8.48226737976074	2.56234169006348	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3955	10.6637620925903	-4.02015113830566	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3956	-3.63641929626465	-4.00569629669189	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3957	-3.90090584754944	-3.19334292411804	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3958	4.9304370880127	-0.798672318458557	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3959	-2.44605708122253	-5.77926397323608	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3960	4.39203214645386	-3.39284443855286	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3961	8.75173473358154	-2.67574739456177	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3962	-2.85524320602417	-3.67636013031006	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3963	9.27358341217041	-1.60395479202271	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3964	-3.77317070960999	-4.39846563339233	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3965	-2.86037874221802	-4.61136436462402	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3966	7.77179956436157	-1.49094760417938	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3967	-1.39585852622986	-4.7118616104126	2	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3968	-3.46308660507202	-3.43009757995605	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3969	-2.70816326141357	-3.01650333404541	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3970	3.71672677993774	-1.98389399051666	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3971	7.91137409210205	4.2677960395813	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3972	-2.32498836517334	-2.25499081611633	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3973	-2.63519144058228	-4.63110256195068	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3974	-2.58526039123535	-3.15251302719116	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3975	9.44394016265869	-1.45544624328613	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3976	-0.80546510219574	-4.12537860870361	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3977	-3.68206548690796	-3.48512530326843	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3978	4.54032564163208	-0.748126804828644	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3979	-12.5220632553101	0.751614630222321	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3980	-0.232142940163612	-4.01293992996216	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3981	-3.88535380363464	-3.53010511398315	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3982	-3.66934061050415	-6.55533409118652	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3983	-3.46282815933228	-4.53852653503418	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3984	-0.391279578208923	-4.95679235458374	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3985	0.900250673294067	-3.79916000366211	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3986	7.26267147064209	-1.43193352222443	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3987	-2.10184335708618	-3.06391716003418	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3988	11.6271572113037	-2.02731156349182	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3989	-11.9754028320312	0.254754573106766	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3990	4.88957262039185	-1.5137894153595	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3991	-2.78341841697693	-4.61310577392578	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3992	-2.34687209129333	-4.56104612350464	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3993	-2.53072047233582	-5.44842624664307	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3994	-2.59326910972595	-3.52477836608887	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3995	2.21487879753113	-0.529581964015961	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3996	5.00020742416382	-1.15652346611023	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3997	1.00693821907043	-4.46585321426392	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3998	-1.18253016471863	-4.03958749771118	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_3999	2.3659245967865	-3.08966732025146	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4000	-1.78491222858429	-3.07674217224121	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4001	6.50417566299438	-4.29293584823608	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4002	4.21985960006714	-1.64790689945221	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4003	8.07858943939209	4.48464298248291	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4004	-2.62408638000488	-3.55284190177917	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4005	1.84532821178436	-3.57879710197449	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4006	8.12597370147705	2.96355986595154	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4007	1.77948951721191	-1.93541586399078	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4008	6.59420967102051	2.80717611312866	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4009	5.84878253936768	0.689099133014679	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4010	1.61167478561401	-2.56043648719788	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4011	8.4464864730835	-0.767133712768555	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4012	10.7808399200439	-2.77410626411438	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4013	7.44726943969727	3.87245297431946	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4014	8.55244922637939	2.52562689781189	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4015	-3.11910033226013	-3.48749566078186	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4016	-3.30662369728088	-3.78136229515076	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4017	-12.7754259109497	0.471905648708344	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4018	-2.16854500770569	-5.14690494537354	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4019	-3.5636899471283	-5.17503833770752	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4020	8.60915279388428	5.65983247756958	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4021	8.23926544189453	2.81896281242371	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4022	-1.92964065074921	-3.0016348361969	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4023	-3.48576974868774	-4.50424575805664	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4024	6.4958324432373	-4.63382768630981	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4025	-3.20923519134521	-6.2376070022583	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4026	11.2815942764282	-1.95896589756012	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4027	9.27321338653564	-1.76665544509888	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4028	10.0857858657837	-2.37143540382385	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4029	-0.4896080493927	-3.13692760467529	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4030	4.83700323104858	-3.86726951599121	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4031	-3.63784527778625	-4.08668088912964	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4032	8.40695858001709	6.91050910949707	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4033	-2.37817430496216	-2.93919897079468	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4034	-0.103559389710426	-3.9152991771698	2	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4035	1.2710028886795	-3.41138887405396	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4036	2.68364834785461	0.0250240731984377	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4037	-2.90836644172668	-2.89220380783081	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4038	-3.14739418029785	-3.14866518974304	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4039	10.3958539962769	-2.69468474388123	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4040	7.00607442855835	5.74177408218384	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4041	-2.60890460014343	-4.72897911071777	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4042	-2.85062336921692	-3.50531244277954	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4043	7.2653603553772	1.84270179271698	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4044	-2.00545191764832	-4.74155616760254	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4045	6.17640924453735	1.79034650325775	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4046	7.60580444335938	-1.49030840396881	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4047	8.07767772674561	-1.95847010612488	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4048	-2.03448557853699	-3.90844368934631	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4049	4.58622026443481	-2.96531128883362	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4050	-3.29639196395874	-3.90442872047424	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4051	4.53285932540894	-2.92406392097473	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4052	5.91642999649048	5.8769588470459	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4053	7.08625936508179	3.32456874847412	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4054	11.6023435592651	-0.645966768264771	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4055	-1.94744920730591	-3.95952033996582	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4056	-3.44691848754883	-3.15221047401428	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4057	6.17279577255249	-3.62046909332275	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4058	-0.362588316202164	-1.81980443000793	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4059	-0.4818354845047	-3.58404302597046	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4060	10.9802589416504	-3.47284698486328	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4061	6.21857023239136	1.31774365901947	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4062	2.65103197097778	-5.31491947174072	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4063	-0.605815947055817	-1.50166118144989	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4064	-2.01501870155334	-2.99752378463745	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4065	-2.38853144645691	-3.36785078048706	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4066	-0.476259917020798	-2.98929619789124	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4067	6.2614951133728	-3.25666689872742	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4068	-1.90408062934875	-5.39020872116089	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4069	5.17433166503906	-2.87939095497131	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4070	8.29600238800049	2.84677243232727	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4071	8.09294891357422	2.81958985328674	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4072	-2.13898634910583	-3.4337899684906	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4073	-2.83762502670288	-2.83373045921326	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4074	-1.46707010269165	-3.01774716377258	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4075	-2.40455794334412	-6.08510828018188	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4076	-1.96454238891602	-5.00883960723877	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4077	0.882343590259552	-3.50560188293457	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4078	7.96430397033691	2.35402297973633	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4079	-1.5710461139679	-4.45451641082764	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4080	7.07937812805176	2.37622666358948	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4081	-0.311806291341782	-3.69780421257019	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4082	9.64512634277344	-2.89180588722229	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4083	1.23330426216125	-4.50752449035645	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4084	1.32449173927307	-3.45740127563477	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4085	4.25986385345459	-4.69348430633545	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4086	5.45459938049316	-4.46400165557861	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4087	8.28425598144531	2.73773813247681	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4088	7.30311918258667	1.90810835361481	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4089	-3.56304812431335	-6.48269033432007	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4090	10.4774026870728	-3.81853079795837	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4091	-3.2866370677948	-4.29571676254272	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4092	5.90670156478882	-3.8144326210022	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4093	-0.250829815864563	-2.52276086807251	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4094	-3.59175872802734	-3.84445858001709	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4095	-2.71293044090271	-4.52183151245117	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4096	-3.17985701560974	-4.18951988220215	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4097	11.0569343566895	-3.86691069602966	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4098	-1.49085032939911	-5.20891761779785	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4099	-12.3692560195923	0.494700193405151	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4100	10.4129962921143	-0.795395910739899	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4101	1.69040477275848	-2.18253564834595	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4102	-2.0109007358551	-5.49910449981689	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4103	-3.67362022399902	-4.37907791137695	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4104	8.8676700592041	5.68750476837158	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4105	-0.0528723523020744	-3.7249481678009	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4106	-2.6092803478241	-5.26312828063965	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4107	-4.079176902771	-3.87119650840759	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4108	-3.88493251800537	-3.60563611984253	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4109	-3.49172496795654	-5.48776960372925	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4110	7.97796964645386	2.52714109420776	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4111	3.19291877746582	-2.71492195129395	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4112	2.75793552398682	-3.09614992141724	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4113	8.68562602996826	4.61431503295898	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4114	4.64020729064941	-2.42733931541443	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4115	1.46430170536041	-3.16824960708618	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4116	-2.12089323997498	-3.46917176246643	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4117	10.0185260772705	-1.41695487499237	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4118	1.24329054355621	-3.29942584037781	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4119	-0.126262083649635	-3.69648909568787	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4120	-3.28441691398621	-3.47802782058716	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4121	-1.09529662132263	-3.20334434509277	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4122	11.2821712493896	-0.807177007198334	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4123	1.15974044799805	-3.37071418762207	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4124	-3.03540825843811	-4.67977142333984	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4125	9.27933692932129	-3.03208875656128	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4126	8.94284343719482	2.84732151031494	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4127	8.373779296875	3.90415644645691	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4128	-3.9800820350647	-4.28926753997803	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4129	11.0532245635986	-1.14436161518097	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4130	10.7587871551514	-1.41591846942902	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4131	-2.48744058609009	-3.59311771392822	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4132	-2.79218983650208	-4.88483142852783	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4133	3.69153022766113	-2.78741526603699	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4134	0.860515058040619	-4.807053565979	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4135	8.63835525512695	5.2712550163269	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4136	-3.10305213928223	-6.12134790420532	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4137	8.08341789245605	2.87089848518372	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4138	7.47615766525269	-1.40214490890503	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4139	8.58987426757812	-2.55167245864868	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4140	-3.6906886100769	-4.95428419113159	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4141	-2.5301148891449	-3.10383343696594	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4142	8.10032844543457	-1.14329516887665	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4143	-3.59881925582886	-5.71993160247803	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4144	1.09148919582367	-2.86810493469238	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4145	10.7226285934448	-0.89652556180954	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4146	-2.23360228538513	-5.98474931716919	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4147	-3.59960031509399	-5.14339923858643	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4148	-12.860692024231	-0.517032623291016	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4149	-3.06979703903198	-3.65518522262573	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4150	-3.19446897506714	-3.08521318435669	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4151	8.60330200195312	6.37807035446167	12	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4152	-1.96464550495148	-5.47151613235474	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4153	-3.14793825149536	-3.40989756584167	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4154	-12.6283311843872	0.409283131361008	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4155	4.36983489990234	-3.68687629699707	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4156	-2.97679209709167	-4.49447441101074	0	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4157	5.48715496063232	-4.02958822250366	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4158	10.6342906951904	-0.612639129161835	5	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4159	4.9411416053772	-1.47273063659668	8	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4160	7.33768463134766	2.21985507011414	11	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4161	-12.2310457229614	-0.253959774971008	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4162	4.17224502563477	-2.8164222240448	13	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4163	-10.9395141601562	-0.810347080230713	9	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4164	3.76769518852234	-6.89203405380249	10	batch1.U2PGCLCd3	U2PGCLCd3
batch1.U2PGCLCd3_4165	-3.18637156486511	-5.9963493347168	0	batch1.U2PGCLCd3	U2PGCLCd3
